Trial,Fast,Slow,CAGR,Sharpe,Drawdown,Returns
216,12,116,0.06,0.74,-0.19,1.554211077599012
287,13,112,0.06,0.74,-0.19,1.554210146583236
131,11,106,0.06,0.75,-0.19,1.554038745451608
130,11,105,0.06,0.75,-0.19,1.554038745451608
293,13,118,0.06,0.74,-0.19,1.5512650378879336
294,13,119,0.06,0.74,-0.19,1.5512650378879334
219,12,119,0.06,0.74,-0.19,1.5493495122485685
218,12,118,0.06,0.74,-0.19,1.5493495122485685
104,11,79,0.06,0.75,-0.16,1.5444184229786506
175,12,75,0.06,0.74,-0.14,1.5408903487691428
58,10,108,0.06,0.74,-0.18,1.5401779611544688
64,10,114,0.06,0.74,-0.2,1.5398621779742248
57,10,107,0.06,0.74,-0.18,1.5394723114818882
224,12,124,0.06,0.72,-0.19,1.5367403409646054
223,12,123,0.06,0.72,-0.19,1.5367403409646054
207,12,107,0.06,0.73,-0.22,1.5366649086492403
61,10,111,0.06,0.74,-0.19,1.5354630384067807
0,10,50,0.06,0.71,-0.13,1.5351294398279056
212,12,112,0.06,0.72,-0.19,1.5348745821676115
211,12,111,0.06,0.72,-0.19,1.5348745821676113
208,12,108,0.06,0.73,-0.21,1.5345018049042924
209,12,109,0.06,0.73,-0.21,1.5345018049042922
50,10,100,0.06,0.74,-0.19,1.5307902623995362
358,14,108,0.06,0.72,-0.19,1.5307855773201666
357,14,107,0.06,0.72,-0.19,1.5307855773201664
200,12,100,0.06,0.72,-0.19,1.530571238586491
205,12,105,0.06,0.72,-0.21,1.5299917643971537
106,11,81,0.06,0.73,-0.16,1.529274052747479
2078,37,103,0.06,0.63,-0.26,1.5281583037245647
282,13,107,0.06,0.71,-0.2,1.526793812850092
215,12,115,0.06,0.71,-0.19,1.5255384057046604
295,13,120,0.06,0.71,-0.2,1.5254408879947394
176,12,76,0.06,0.72,-0.16,1.5247549598214114
276,13,101,0.06,0.72,-0.19,1.5240681668597995
107,11,82,0.06,0.73,-0.17,1.5232388106201247
59,10,109,0.06,0.72,-0.18,1.5212390436579697
56,10,106,0.06,0.72,-0.18,1.5207339948598821
286,13,111,0.06,0.71,-0.19,1.520259781877335
281,13,106,0.06,0.7,-0.2,1.5179061104468279
296,13,121,0.06,0.7,-0.2,1.5165595605185744
199,12,99,0.06,0.7,-0.2,1.515266544251247
354,14,104,0.06,0.7,-0.19,1.515141160654578
60,10,110,0.06,0.71,-0.19,1.5131800757244238
2,10,52,0.06,0.69,-0.14,1.5127490620395518
353,14,103,0.06,0.69,-0.2,1.512365619758021
206,12,106,0.06,0.7,-0.22,1.5113121177647135
98,11,73,0.06,0.71,-0.14,1.5079147132550832
108,11,83,0.06,0.71,-0.17,1.5062640378541907
352,14,102,0.06,0.69,-0.17,1.5055917339463207
197,12,97,0.06,0.7,-0.16,1.5048846996287353
356,14,106,0.06,0.68,-0.2,1.5039325001132604
109,11,84,0.06,0.7,-0.18,1.503219137354052
102,11,77,0.06,0.71,-0.16,1.5031699983906206
277,13,102,0.06,0.69,-0.19,1.5005209269992004
279,13,104,0.06,0.68,-0.19,1.4998372529374826
204,12,104,0.06,0.69,-0.21,1.4997097456079593
201,12,101,0.06,0.69,-0.2,1.4996136211959317
126,11,101,0.06,0.69,-0.2,1.4993388265885823
48,10,98,0.06,0.7,-0.18,1.4993014623018364
101,11,76,0.06,0.7,-0.14,1.4991133968601353
362,14,112,0.06,0.68,-0.2,1.4989019521494102
285,13,110,0.06,0.68,-0.2,1.4978630800186443
361,14,111,0.06,0.68,-0.2,1.4970019794808456
97,11,72,0.06,0.7,-0.14,1.4969857912430187
363,14,113,0.06,0.68,-0.2,1.4968669325588793
1860,34,110,0.06,0.61,-0.26,1.49672110924777
114,11,89,0.06,0.69,-0.16,1.494032817305794
360,14,110,0.06,0.67,-0.2,1.4933863750386476
280,13,105,0.06,0.67,-0.2,1.49330173769082
129,11,104,0.06,0.69,-0.19,1.4901948650073182
128,11,103,0.06,0.68,-0.19,1.4901948650073182
113,11,88,0.06,0.69,-0.16,1.4884970983291428
351,14,101,0.06,0.67,-0.17,1.4860787880073807
355,14,105,0.06,0.66,-0.2,1.4848397550236614
284,13,109,0.06,0.66,-0.21,1.48425826242202
364,14,114,0.06,0.67,-0.2,1.483878780349814
359,14,109,0.06,0.66,-0.2,1.4825147022785254
110,11,85,0.05,0.68,-0.18,1.4815043766216378
299,13,124,0.06,0.66,-0.2,1.4807956834735616
127,11,102,0.05,0.67,-0.2,1.4795178827161444
283,13,108,0.05,0.66,-0.21,1.4786578590251593
49,10,99,0.05,0.68,-0.19,1.477213521643427
111,11,86,0.05,0.67,-0.18,1.4752672627209387
278,13,103,0.05,0.65,-0.19,1.4750920661238054
2963,49,88,0.05,0.53,-0.3,1.4747540881755312
3037,50,88,0.05,0.53,-0.3,1.4730311456106286
716,19,91,0.05,0.63,-0.21,1.472062867846139
115,11,90,0.05,0.67,-0.16,1.4702370751851705
202,12,102,0.05,0.66,-0.2,1.4693950651509113
297,13,122,0.05,0.65,-0.2,1.468240604628663
718,19,93,0.05,0.62,-0.19,1.4677705479888956
366,14,116,0.05,0.65,-0.21,1.4676459966105535
715,19,90,0.05,0.63,-0.21,1.4676374604300104
367,14,117,0.05,0.65,-0.21,1.4672444656104886
1906,35,81,0.05,0.57,-0.22,1.4666774409536982
1859,34,109,0.05,0.57,-0.26,1.4654561067227985
112,11,87,0.05,0.66,-0.17,1.4631122605143791
119,11,94,0.05,0.66,-0.18,1.4629834126438963
181,12,81,0.05,0.64,-0.19,1.4623125668931405
122,11,97,0.05,0.65,-0.18,1.4619650066754706
298,13,123,0.05,0.64,-0.2,1.4618669260185366
248,13,73,0.05,0.63,-0.19,1.4616432884990493
100,11,75,0.05,0.66,-0.15,1.4604273667653493
507,16,107,0.05,0.64,-0.19,1.4603361791791771
203,12,103,0.05,0.65,-0.21,1.4601136259195835
118,11,93,0.05,0.65,-0.18,1.4597403977470778
365,14,115,0.05,0.64,-0.21,1.4589251031039652
47,10,97,0.05,0.65,-0.2,1.4577115465530464
506,16,106,0.05,0.63,-0.19,1.4575320376336651
369,14,119,0.05,0.63,-0.21,1.4572290252531104
125,11,100,0.05,0.65,-0.21,1.45721263142456
121,11,96,0.05,0.65,-0.18,1.4569656609685406
76,11,51,0.05,0.63,-0.14,1.4557704471677773
171,12,71,0.05,0.62,-0.18,1.4548990924938807
505,16,105,0.05,0.63,-0.19,1.4536024805466756
714,19,89,0.05,0.61,-0.21,1.4531011082329834
3035,50,86,0.05,0.51,-0.3,1.451687124747678
1858,34,108,0.05,0.56,-0.26,1.4515444994509363
183,12,83,0.05,0.63,-0.19,1.4514282793157853
428,15,103,0.05,0.62,-0.21,1.4512225171261846
370,14,120,0.05,0.63,-0.21,1.4509031482551373
717,19,92,0.05,0.61,-0.21,1.4503825712148413
249,13,74,0.05,0.62,-0.19,1.449603880419205
433,15,108,0.05,0.62,-0.2,1.4492164562889625
196,12,96,0.05,0.63,-0.17,1.449126291124143
177,12,77,0.05,0.62,-0.19,1.448999928706457
178,12,78,0.05,0.62,-0.19,1.448999928706457
371,14,121,0.05,0.62,-0.21,1.4482924833129769
2150,38,100,0.05,0.54,-0.26,1.4481361650824505
172,12,72,0.05,0.62,-0.18,1.448089053051923
1785,33,110,0.05,0.56,-0.26,1.4480849890184408
75,11,50,0.05,0.62,-0.13,1.4475497776899275
180,12,80,0.05,0.62,-0.19,1.4468377730137487
179,12,79,0.05,0.62,-0.18,1.4465540661777536
1933,35,108,0.05,0.55,-0.26,1.4462477699284393
3,10,53,0.05,0.62,-0.14,1.4459229875788444
37,10,87,0.05,0.64,-0.19,1.4457246057561668
508,16,108,0.05,0.62,-0.19,1.4448078702928522
272,13,97,0.05,0.61,-0.22,1.444552744168243
2964,49,89,0.05,0.5,-0.3,1.4441545744691553
2965,49,90,0.05,0.5,-0.3,1.4422689402256668
1932,35,107,0.05,0.55,-0.26,1.4418860870081411
368,14,118,0.05,0.62,-0.22,1.441863460131376
3039,50,90,0.05,0.5,-0.3,1.4411767628971226
31,10,81,0.05,0.64,-0.17,1.440840699744827
2077,37,102,0.05,0.53,-0.26,1.4403094390713709
643,18,93,0.05,0.6,-0.21,1.4400081681191195
434,15,109,0.05,0.61,-0.21,1.4398054897413042
719,19,94,0.05,0.59,-0.19,1.4396414020470722
431,15,106,0.05,0.61,-0.21,1.438666335211991
432,15,107,0.05,0.61,-0.21,1.4386663352119908
4,10,54,0.05,0.61,-0.14,1.4382968819143114
1531,30,81,0.05,0.55,-0.24,1.4382481005856897
270,13,95,0.05,0.6,-0.22,1.4381557617717822
421,15,96,0.05,0.6,-0.22,1.4378187651869694
3038,50,89,0.05,0.49,-0.3,1.4377245840881434
548,17,73,0.05,0.58,-0.22,1.4371399922479788
39,10,89,0.05,0.63,-0.19,1.4363899495109353
2223,39,98,0.05,0.53,-0.27,1.436166393806469
427,15,102,0.05,0.6,-0.23,1.435729148718279
709,19,84,0.05,0.59,-0.19,1.4352895215470773
1712,32,112,0.05,0.54,-0.26,1.4349301345761412
1621,31,96,0.05,0.55,-0.23,1.4340434514088027
1787,33,112,0.05,0.54,-0.26,1.4337523950758209
1786,33,111,0.05,0.54,-0.26,1.4337523950758206
99,11,74,0.05,0.63,-0.15,1.4326943018891694
193,12,93,0.05,0.61,-0.16,1.4326221665397854
636,18,86,0.05,0.58,-0.18,1.4321728149774373
150,12,50,0.05,0.6,-0.13,1.4315342538922673
45,10,95,0.05,0.62,-0.18,1.431464289323249
38,10,88,0.05,0.62,-0.19,1.431241625183046
1949,35,124,0.05,0.52,-0.3,1.4310741013221995
435,15,110,0.05,0.6,-0.21,1.4306323081883383
120,11,95,0.05,0.62,-0.19,1.4305787981864315
547,17,72,0.05,0.58,-0.22,1.4305420110654512
1422,28,122,0.05,0.55,-0.26,1.430174217251108
247,13,72,0.05,0.59,-0.2,1.4299123073457183
509,16,109,0.05,0.6,-0.19,1.4295982698124459
116,11,91,0.05,0.62,-0.16,1.4292922187157817
429,15,104,0.05,0.6,-0.2,1.4291022515977037
1423,28,123,0.05,0.55,-0.26,1.4290607202600165
713,19,88,0.05,0.58,-0.21,1.4285898960347303
743,19,118,0.05,0.57,-0.21,1.4282113777300782
1983,36,83,0.05,0.53,-0.22,1.4273812072996472
441,15,116,0.05,0.6,-0.23,1.4271079925681758
182,12,82,0.05,0.6,-0.19,1.4269421923141636
710,19,85,0.05,0.58,-0.18,1.4265646099425586
423,15,98,0.05,0.59,-0.22,1.4263931785717407
40,10,90,0.05,0.62,-0.18,1.4258895350226515
422,15,97,0.05,0.59,-0.22,1.4257609831066462
425,15,100,0.05,0.59,-0.23,1.4257275744444091
2174,38,124,0.05,0.51,-0.3,1.4255964459454566
1979,36,79,0.05,0.53,-0.21,1.4255249294008812
41,10,91,0.05,0.61,-0.18,1.4252372673838491
641,18,91,0.05,0.58,-0.21,1.425032694615096
956,22,106,0.05,0.55,-0.19,1.4246028090963814
642,18,92,0.05,0.58,-0.21,1.4239580692892058
494,16,94,0.05,0.58,-0.23,1.4234776632975996
2306,40,106,0.05,0.49,-0.3,1.4234618652958742
2380,41,105,0.05,0.49,-0.3,1.4234618652958742
2890,48,90,0.04,0.48,-0.3,1.4228606224779323
430,15,105,0.05,0.59,-0.21,1.4228159005865757
344,14,94,0.05,0.59,-0.23,1.4225941165592837
271,13,96,0.05,0.59,-0.22,1.422570818565141
3036,50,87,0.04,0.48,-0.3,1.422472011945174
195,12,95,0.05,0.6,-0.18,1.4221087307363394
440,15,115,0.05,0.59,-0.24,1.42172322857419
250,13,75,0.05,0.59,-0.19,1.4212367771628045
1681,32,81,0.05,0.53,-0.26,1.4211698043198673
2056,37,81,0.05,0.52,-0.22,1.4208845104044276
374,14,124,0.05,0.59,-0.23,1.420616000832503
184,12,84,0.05,0.59,-0.19,1.4204999254732693
1348,27,123,0.05,0.54,-0.26,1.4204988066392887
194,12,94,0.05,0.6,-0.17,1.4204536595210149
442,15,117,0.05,0.59,-0.24,1.418693968053501
443,15,118,0.05,0.59,-0.24,1.4186939680535007
2213,39,88,0.05,0.5,-0.26,1.4181832712703453
1499,29,124,0.05,0.54,-0.26,1.41814680292745
1349,27,124,0.05,0.53,-0.26,1.4177905967311215
347,14,97,0.05,0.58,-0.22,1.4177319091990501
348,14,98,0.05,0.58,-0.22,1.4177319091990501
1981,36,81,0.05,0.52,-0.22,1.4177253465688457
44,10,94,0.05,0.61,-0.18,1.4176085790226567
424,15,99,0.05,0.58,-0.22,1.41731618233803
444,15,119,0.05,0.59,-0.24,1.416980713048828
445,15,120,0.05,0.59,-0.24,1.416980713048828
1609,31,84,0.05,0.53,-0.26,1.416943900009258
1608,31,83,0.05,0.53,-0.26,1.416943900009258
884,21,109,0.05,0.55,-0.19,1.416820694126625
861,21,86,0.05,0.56,-0.2,1.4167161553684589
269,13,94,0.05,0.58,-0.22,1.4166334739555286
2234,39,109,0.04,0.48,-0.3,1.4162133694349939
2075,37,100,0.05,0.51,-0.27,1.416020410653777
1494,29,119,0.05,0.53,-0.26,1.4157917065276748
426,15,101,0.05,0.57,-0.23,1.4157104620084682
436,15,111,0.05,0.59,-0.21,1.4155719349101283
185,12,85,0.05,0.58,-0.19,1.4145196395079218
622,18,72,0.05,0.55,-0.23,1.4144406981293363
124,11,99,0.05,0.59,-0.22,1.4141220930598926
173,12,73,0.05,0.58,-0.18,1.4139449050221642
634,18,84,0.05,0.56,-0.19,1.4137420795173672
816,20,116,0.05,0.55,-0.21,1.4133703842369034
1980,36,80,0.04,0.51,-0.22,1.4132487467257078
1714,32,114,0.05,0.52,-0.26,1.4132238362503602
2006,36,106,0.05,0.52,-0.26,1.4131860938514202
2307,40,107,0.04,0.48,-0.3,1.4128670711696558
818,20,118,0.05,0.55,-0.21,1.4128408336995346
817,20,117,0.05,0.55,-0.21,1.4128408336995346
186,12,86,0.05,0.58,-0.19,1.4128099845806903
2149,38,99,0.05,0.5,-0.27,1.4127235935482516
741,19,116,0.05,0.55,-0.21,1.4126764211698846
879,21,104,0.05,0.54,-0.19,1.4124932156973018
2966,49,91,0.04,0.47,-0.3,1.4124889905376923
1548,30,98,0.05,0.53,-0.23,1.4120081020414021
473,16,73,0.05,0.55,-0.24,1.4112697136769565
30,10,80,0.05,0.6,-0.17,1.4111053272813623
640,18,90,0.05,0.56,-0.21,1.4108730478842075
372,14,122,0.05,0.58,-0.23,1.4107045234379403
1607,31,82,0.04,0.52,-0.26,1.410426040167352
493,16,93,0.05,0.57,-0.23,1.4103392995203377
6,10,56,0.05,0.58,-0.16,1.4102725822159594
373,14,123,0.05,0.58,-0.23,1.4100907334118495
782,20,82,0.05,0.55,-0.2,1.4094244962444902
882,21,107,0.05,0.54,-0.2,1.409148539020125
2005,36,105,0.05,0.51,-0.26,1.4087777241888086
1424,28,124,0.05,0.53,-0.26,1.4083532619783505
880,21,105,0.05,0.53,-0.19,1.4079531575888733
742,19,117,0.05,0.55,-0.21,1.4076463355458273
1982,36,82,0.04,0.51,-0.22,1.4075654579539398
1346,27,121,0.05,0.52,-0.26,1.4075507265270548
2378,41,103,0.04,0.47,-0.3,1.4074555776504243
251,13,76,0.05,0.57,-0.2,1.4071728888383712
1618,31,93,0.04,0.52,-0.23,1.4068641330921277
806,20,106,0.05,0.53,-0.2,1.4068376116416899
707,19,82,0.05,0.55,-0.19,1.4067762178278194
720,19,95,0.05,0.56,-0.2,1.4066141012817828
744,19,119,0.05,0.55,-0.21,1.4063631859704098
739,19,114,0.05,0.54,-0.2,1.4055342128399637
1830,34,80,0.04,0.51,-0.24,1.405309712491269
246,13,71,0.05,0.57,-0.2,1.4052475418789785
1904,35,79,0.04,0.5,-0.21,1.4051867282747876
859,21,84,0.05,0.55,-0.21,1.4049522271320902
439,15,114,0.05,0.57,-0.24,1.4048917569506671
564,17,89,0.05,0.56,-0.2,1.4048089260312062
1347,27,122,0.05,0.52,-0.26,1.404371501383982
449,15,124,0.05,0.57,-0.25,1.4042848875193974
46,10,96,0.05,0.59,-0.2,1.4042258247709853
1907,35,82,0.04,0.5,-0.22,1.4041981502901935
862,21,87,0.05,0.55,-0.22,1.403869993949624
349,14,99,0.05,0.56,-0.22,1.403783899570311
2148,38,98,0.04,0.49,-0.27,1.4033823504732985
2222,39,97,0.04,0.49,-0.27,1.4033823504732983
897,21,122,0.05,0.53,-0.26,1.4032328484254555
563,17,88,0.05,0.56,-0.2,1.403132463238782
2212,39,87,0.04,0.49,-0.26,1.4027786662320223
1713,32,113,0.04,0.51,-0.26,1.4024705447111256
117,11,92,0.05,0.59,-0.18,1.4021290920653966
437,15,112,0.05,0.57,-0.22,1.402049587020665
324,14,74,0.04,0.56,-0.2,1.401896934366235
2221,39,96,0.04,0.49,-0.27,1.4018111655757688
562,17,87,0.05,0.55,-0.19,1.4017107191038087
5,10,55,0.04,0.57,-0.16,1.4015408564689604
1496,29,121,0.05,0.52,-0.26,1.4013806989145496
472,16,72,0.04,0.54,-0.25,1.4010368867930751
885,21,110,0.05,0.53,-0.2,1.400726996732796
42,10,92,0.05,0.58,-0.18,1.40045439271405
883,21,108,0.05,0.53,-0.2,1.4002598862592577
2379,41,104,0.04,0.47,-0.3,1.4002275892046279
345,14,95,0.05,0.56,-0.23,1.4001821085355277
1474,29,99,0.04,0.51,-0.23,1.4001511935127775
693,19,68,0.04,0.53,-0.25,1.4000801193071752
745,19,120,0.05,0.54,-0.21,1.4000465975746124
633,18,83,0.04,0.55,-0.19,1.39995857355572
1827,34,77,0.04,0.5,-0.26,1.3999424085183567
637,18,87,0.04,0.55,-0.19,1.399875055686482
323,14,73,0.04,0.55,-0.2,1.399870586558157
635,18,85,0.04,0.55,-0.18,1.3995067850766865
860,21,85,0.04,0.54,-0.2,1.3994455537417354
2745,46,95,0.04,0.46,-0.3,1.3993992879960921
1620,31,95,0.04,0.51,-0.23,1.3992911949117108
1619,31,94,0.04,0.51,-0.23,1.3992911949117108
2079,37,104,0.04,0.47,-0.3,1.3992882377456273
1532,30,82,0.04,0.51,-0.26,1.3991785165166015
639,18,89,0.04,0.55,-0.21,1.3991199263342848
497,16,97,0.05,0.55,-0.23,1.3987430648363388
1420,28,120,0.04,0.51,-0.26,1.3987197448547786
350,14,100,0.05,0.56,-0.22,1.398358988139098
43,10,93,0.05,0.58,-0.18,1.3982318075433908
511,16,111,0.05,0.57,-0.22,1.3979381020972768
498,16,98,0.05,0.55,-0.23,1.3977256593865643
1566,30,116,0.04,0.51,-0.26,1.3975375016547849
1565,30,115,0.04,0.51,-0.26,1.397386444798095
2152,38,102,0.04,0.47,-0.3,1.3972561711588773
495,16,95,0.04,0.55,-0.24,1.3967526635669887
438,15,113,0.05,0.56,-0.24,1.396713665227026
77,11,52,0.04,0.55,-0.15,1.39663750126243
1908,35,83,0.04,0.5,-0.23,1.3966254122378943
568,17,93,0.04,0.55,-0.22,1.396489377152302
1602,31,77,0.04,0.5,-0.24,1.395562077197086
346,14,96,0.04,0.55,-0.23,1.3952431820953473
123,11,98,0.05,0.57,-0.2,1.3952011897640226
2139,38,89,0.04,0.48,-0.26,1.3951467027478737
1905,35,80,0.04,0.49,-0.23,1.3950346887869083
32,10,82,0.04,0.58,-0.18,1.3949532226395616
740,19,115,0.04,0.53,-0.21,1.394742191540927
790,20,90,0.04,0.54,-0.22,1.3946897742104671
789,20,89,0.04,0.54,-0.22,1.3946749230686442
1533,30,83,0.04,0.51,-0.26,1.3944872000053299
567,17,92,0.04,0.55,-0.23,1.394189685480597
2895,48,95,0.04,0.45,-0.3,1.3940384694064532
2055,37,80,0.04,0.49,-0.22,1.3934274575555425
2024,36,124,0.04,0.48,-0.3,1.3933496627576478
1948,35,123,0.04,0.48,-0.3,1.393180207628066
706,19,81,0.04,0.54,-0.19,1.3930606266559469
2099,37,124,0.04,0.48,-0.3,1.3928204075721933
1547,30,97,0.04,0.5,-0.23,1.3923829863800141
565,17,90,0.04,0.54,-0.21,1.3920994308574526
881,21,106,0.04,0.52,-0.2,1.3920849738036363
1639,31,114,0.04,0.5,-0.26,1.3918897699813852
21,10,71,0.04,0.57,-0.17,1.3916315617257127
502,16,102,0.04,0.55,-0.23,1.391554910017241
35,10,85,0.04,0.58,-0.19,1.3914799487083984
1606,31,81,0.04,0.5,-0.27,1.3911551392891497
36,10,86,0.04,0.58,-0.19,1.3910813554128676
570,17,95,0.04,0.54,-0.23,1.3910281203994952
477,16,77,0.04,0.54,-0.22,1.3909570523603723
2235,39,110,0.04,0.46,-0.3,1.3906739820533363
2818,47,93,0.04,0.45,-0.3,1.3906550990141902
1614,31,89,0.04,0.5,-0.22,1.3901517860127914
1640,31,115,0.04,0.5,-0.26,1.3899359507670104
2076,37,101,0.04,0.48,-0.26,1.389652348500628
448,15,123,0.05,0.55,-0.25,1.389507622258117
708,19,83,0.04,0.53,-0.19,1.3892855509484092
1680,32,80,0.04,0.5,-0.26,1.389111215396855
748,19,123,0.04,0.53,-0.21,1.3890559571435344
749,19,124,0.04,0.53,-0.21,1.3890559571435344
2891,48,91,0.04,0.45,-0.3,1.3889111657150355
512,16,112,0.04,0.55,-0.23,1.3888601285085536
503,16,103,0.04,0.54,-0.24,1.3887400999293715
447,15,122,0.05,0.55,-0.24,1.3884738302816164
446,15,121,0.05,0.55,-0.24,1.3884738302816162
577,17,102,0.04,0.54,-0.24,1.3880938269392131
578,17,103,0.04,0.54,-0.24,1.3880938269392131
1617,31,92,0.04,0.5,-0.23,1.3879586462490612
1421,28,121,0.04,0.5,-0.26,1.3879562085348305
898,21,123,0.04,0.52,-0.26,1.3877076938838206
767,20,67,0.04,0.51,-0.23,1.387451620010231
2295,40,95,0.04,0.48,-0.27,1.387350306274038
712,19,87,0.04,0.54,-0.21,1.3870708699916365
1642,31,117,0.04,0.5,-0.26,1.387019859347466
1090,24,90,0.04,0.51,-0.23,1.3869735668380307
1165,25,90,0.04,0.5,-0.23,1.3869192246753452
1164,25,89,0.04,0.5,-0.23,1.386919224675345
1497,29,122,0.04,0.5,-0.26,1.3866547886204075
1498,29,123,0.04,0.5,-0.26,1.3866547886204075
2597,44,97,0.04,0.45,-0.3,1.3866368520884647
787,20,87,0.04,0.53,-0.22,1.3865063723257383
812,20,112,0.04,0.51,-0.21,1.3860619885587622
513,16,113,0.04,0.55,-0.23,1.3857425580417762
580,17,105,0.04,0.54,-0.23,1.3857092087202207
2528,43,103,0.04,0.45,-0.3,1.3853427380336927
1495,29,120,0.04,0.5,-0.26,1.385294846599123
1475,29,100,0.04,0.5,-0.25,1.3851570744906714
2819,47,94,0.04,0.45,-0.3,1.385144510377184
1984,36,84,0.04,0.48,-0.22,1.38499049088714
1682,32,82,0.04,0.49,-0.26,1.3848526142948592
1530,30,80,0.04,0.49,-0.24,1.3848206267250758
644,18,94,0.04,0.53,-0.22,1.3847380395077744
2140,38,90,0.04,0.47,-0.26,1.3846649676873004
807,20,107,0.04,0.51,-0.21,1.3844358556622804
2892,48,92,0.04,0.45,-0.3,1.3842448706064312
414,15,89,0.04,0.54,-0.21,1.3842121356071133
2967,49,92,0.04,0.44,-0.3,1.384207471597986
343,14,93,0.04,0.54,-0.22,1.3836805561310908
1570,30,120,0.04,0.5,-0.26,1.3835794950368998
1831,34,81,0.04,0.48,-0.25,1.3831396191784806
1641,31,116,0.04,0.49,-0.26,1.3830953367401526
2817,47,92,0.04,0.44,-0.3,1.3829008908834535
1419,28,119,0.04,0.49,-0.26,1.3826644364979328
268,13,93,0.04,0.54,-0.23,1.3825029414516405
2744,46,94,0.04,0.44,-0.3,1.3823444348683764
1166,25,91,0.04,0.5,-0.23,1.3823210625100573
2670,45,95,0.04,0.44,-0.3,1.3821787555664486
29,10,79,0.04,0.57,-0.17,1.3821585398481775
1493,29,118,0.04,0.49,-0.26,1.3818966499361445
1390,28,90,0.04,0.5,-0.25,1.3816938728952362
621,18,71,0.04,0.51,-0.25,1.3815750089912557
252,13,77,0.04,0.54,-0.21,1.3815615583670406
566,17,91,0.04,0.53,-0.21,1.3815468923814966
808,20,108,0.04,0.51,-0.21,1.3813282163484533
809,20,109,0.04,0.51,-0.21,1.3813282163484533
569,17,94,0.04,0.53,-0.23,1.3811616597344958
2173,38,123,0.04,0.46,-0.3,1.3809793352365327
896,21,121,0.04,0.51,-0.26,1.3808413914451374
1909,35,84,0.04,0.48,-0.23,1.3808287731336364
579,17,104,0.04,0.53,-0.23,1.3808267208400657
1692,32,92,0.04,0.49,-0.23,1.3807944128063852
492,16,92,0.04,0.53,-0.25,1.3807559529634053
895,21,120,0.04,0.51,-0.26,1.380726093409653
254,13,79,0.04,0.54,-0.2,1.3799030632475373
645,18,95,0.04,0.53,-0.22,1.3798177538621905
