Trial,Fast,Slow,CAGR,Sharpe,Drawdown,Returns
63,10,113,0.09,0.75,-0.19,1.5415234068399577
198,12,98,0.09,0.73,-0.15,1.5406999906983339
214,12,114,0.09,0.73,-0.19,1.5401540079160312
210,12,110,0.09,0.74,-0.21,1.539901160631284
66,10,116,0.09,0.74,-0.2,1.5385065910216866
51,10,101,0.09,0.75,-0.19,1.5329609484938433
222,12,122,0.09,0.72,-0.18,1.5320443501792376
221,12,121,0.09,0.72,-0.18,1.5320443501792376
273,13,98,0.09,0.72,-0.17,1.5302878144394214
0,10,50,0.08,0.71,-0.13,1.5291577097913744
68,10,118,0.09,0.73,-0.2,1.529046431052437
65,10,115,0.09,0.73,-0.2,1.5274844475520208
53,10,103,0.09,0.73,-0.18,1.5251987420308168
133,11,108,0.09,0.72,-0.19,1.5250551310948501
132,11,107,0.09,0.72,-0.19,1.52505513109485
213,12,113,0.09,0.71,-0.19,1.524153521741655
67,10,117,0.09,0.72,-0.2,1.5229433305609843
62,10,112,0.09,0.72,-0.19,1.5225078288476745
216,12,116,0.09,0.71,-0.19,1.5211245703213596
217,12,117,0.09,0.71,-0.19,1.5211245703213596
287,13,112,0.09,0.71,-0.19,1.5211236591253245
131,11,106,0.09,0.71,-0.19,1.520955906831921
130,11,105,0.09,0.71,-0.19,1.520955906831921
294,13,119,0.09,0.71,-0.19,1.5182412467791118
293,13,118,0.09,0.7,-0.19,1.5182412467791118
219,12,119,0.09,0.7,-0.19,1.5163664994187853
218,12,118,0.09,0.7,-0.19,1.5163664994187853
58,10,108,0.08,0.71,-0.18,1.5073901950298443
64,10,114,0.09,0.71,-0.2,1.507081134335781
2,10,52,0.08,0.69,-0.14,1.5070797647883496
57,10,107,0.08,0.71,-0.18,1.5066995674371884
223,12,123,0.09,0.69,-0.19,1.5040257559201244
224,12,124,0.09,0.69,-0.19,1.5040257559201244
207,12,107,0.08,0.7,-0.22,1.503951929430305
114,11,89,0.08,0.7,-0.16,1.5035393239053954
61,10,111,0.08,0.7,-0.19,1.5027756449587206
211,12,111,0.08,0.69,-0.19,1.50219971595084
212,12,112,0.08,0.69,-0.19,1.50219971595084
208,12,108,0.08,0.69,-0.21,1.5018348744806786
209,12,109,0.08,0.69,-0.21,1.5018348744806786
2078,37,103,0.08,0.61,-0.26,1.5017594287587896
50,10,100,0.08,0.71,-0.19,1.4982023443957058
358,14,108,0.08,0.68,-0.19,1.4981977590536981
357,14,107,0.08,0.68,-0.19,1.4981977590536981
200,12,100,0.08,0.69,-0.19,1.497987983226679
205,12,105,0.08,0.69,-0.21,1.4974208450560842
282,13,107,0.08,0.68,-0.2,1.4942909724518767
215,12,115,0.08,0.68,-0.19,1.4930622907868205
295,13,120,0.08,0.68,-0.2,1.4929668490628873
276,13,101,0.08,0.68,-0.19,1.4916233508233934
59,10,109,0.08,0.69,-0.18,1.4888544548370013
56,10,106,0.08,0.68,-0.18,1.4883601576678103
286,13,111,0.08,0.67,-0.19,1.4878960398721555
281,13,106,0.08,0.67,-0.2,1.485592474098491
296,13,121,0.08,0.67,-0.2,1.4842745899252578
199,12,99,0.08,0.67,-0.2,1.483009099772469
354,14,104,0.08,0.66,-0.19,1.4828863853790657
60,10,110,0.08,0.68,-0.19,1.4809670486076711
353,14,103,0.08,0.66,-0.2,1.4801699310219094
206,12,106,0.08,0.67,-0.22,1.4791388562920993
352,14,102,0.08,0.65,-0.17,1.4735402497043326
197,12,97,0.08,0.66,-0.16,1.472848266943406
356,14,106,0.08,0.65,-0.2,1.4719163381341773
277,13,102,0.08,0.65,-0.19,1.468577391602371
279,13,104,0.08,0.65,-0.19,1.4679082717972434
204,12,104,0.08,0.66,-0.21,1.4677834788816417
201,12,101,0.08,0.66,-0.2,1.4676894007946621
126,11,101,0.08,0.66,-0.2,1.4674204560965736
48,10,98,0.08,0.67,-0.18,1.467383887231867
113,11,88,0.08,0.66,-0.16,1.4671229475788794
362,14,112,0.08,0.65,-0.2,1.4669928819702864
285,13,110,0.08,0.65,-0.2,1.4659761256581572
361,14,111,0.08,0.65,-0.2,1.465133356484496
363,14,113,0.08,0.65,-0.2,1.4650011844815358
1860,34,110,0.08,0.57,-0.26,1.464858465500407
360,14,110,0.08,0.64,-0.2,1.4615947221040961
280,13,105,0.08,0.64,-0.2,1.4615118865412802
2150,38,100,0.07,0.55,-0.26,1.4613949451972268
115,11,90,0.08,0.66,-0.16,1.4609907248815688
129,11,104,0.08,0.65,-0.19,1.45847115388672
128,11,103,0.08,0.65,-0.19,1.4584711538867199
351,14,101,0.08,0.63,-0.17,1.4544427011571128
355,14,105,0.08,0.63,-0.2,1.4532300450757485
103,11,78,0.07,0.63,-0.16,1.4529736652819947
284,13,109,0.08,0.63,-0.21,1.4526609314614103
364,14,114,0.08,0.63,-0.2,1.4522895279163266
359,14,109,0.08,0.63,-0.2,1.4509544887443764
2223,39,98,0.07,0.54,-0.27,1.4493702294747253
299,13,124,0.08,0.63,-0.2,1.4492720649225652
127,11,102,0.08,0.64,-0.2,1.4480214663673903
283,13,108,0.08,0.62,-0.21,1.4471797511163083
49,10,99,0.07,0.65,-0.19,1.445766161217965
76,11,51,0.07,0.62,-0.14,1.4455748965063366
105,11,80,0.07,0.63,-0.14,1.4450682401610464
278,13,103,0.07,0.62,-0.19,1.4436898678738683
716,19,91,0.07,0.6,-0.21,1.4435594727448806
75,11,50,0.07,0.61,-0.13,1.4419187369043542
3,10,53,0.07,0.61,-0.14,1.4381284721357028
202,12,102,0.07,0.62,-0.2,1.4381141463506368
2380,41,105,0.07,0.5,-0.3,1.4376496553584015
297,13,122,0.07,0.61,-0.2,1.4369842623270517
366,14,116,0.07,0.61,-0.21,1.4364023125011285
367,14,117,0.07,0.61,-0.21,1.4360093294123144
714,19,89,0.07,0.59,-0.21,1.43516036735868
1859,34,109,0.07,0.54,-0.26,1.4342590416400636
174,12,74,0.07,0.61,-0.13,1.4325559974034032
119,11,94,0.07,0.62,-0.18,1.4318389870075123
2306,40,106,0.07,0.5,-0.3,1.431519431364272
715,19,90,0.07,0.58,-0.21,1.431293903409688
122,11,97,0.07,0.62,-0.18,1.4308422611679774
298,13,123,0.07,0.61,-0.2,1.4307462684812144
2077,37,102,0.07,0.52,-0.26,1.4302756677307984
2378,41,103,0.07,0.49,-0.3,1.4299590005675835
507,16,107,0.07,0.6,-0.19,1.4292481086354563
203,12,103,0.07,0.61,-0.21,1.429030293155788
118,11,93,0.07,0.62,-0.18,1.428665010375529
116,11,91,0.07,0.62,-0.16,1.428168361502501
365,14,115,0.07,0.6,-0.21,1.427867071967056
104,11,79,0.07,0.6,-0.16,1.4273521404312155
47,10,97,0.07,0.62,-0.2,1.4266793499686203
506,16,106,0.07,0.6,-0.19,1.4265036624884586
369,14,119,0.07,0.6,-0.21,1.4262071007255062
125,11,100,0.07,0.61,-0.21,1.4261910558936495
150,12,50,0.07,0.59,-0.13,1.4259655142925303
121,11,96,0.07,0.61,-0.18,1.425949343018089
2598,44,98,0.07,0.48,-0.3,1.424925562800421
109,11,84,0.07,0.6,-0.18,1.424011942188172
4,10,54,0.07,0.59,-0.14,1.423367493955262
505,16,105,0.07,0.59,-0.19,1.4226577589804652
1858,34,108,0.07,0.53,-0.26,1.420643588797853
428,15,103,0.07,0.59,-0.21,1.4203284609285125
2075,37,100,0.07,0.51,-0.27,1.420258759265222
370,14,120,0.07,0.59,-0.21,1.4200158908768976
433,15,108,0.07,0.59,-0.2,1.418365105710525
196,12,96,0.07,0.6,-0.17,1.418276860008528
2964,49,89,0.06,0.47,-0.3,1.4182340260092892
371,14,121,0.07,0.59,-0.21,1.417460802545825
175,12,75,0.07,0.59,-0.14,1.417459646372819
2451,42,101,0.07,0.48,-0.3,1.4174205618940576
1785,33,110,0.07,0.53,-0.26,1.417257725451491
39,10,89,0.07,0.6,-0.19,1.415870113551628
1933,35,108,0.07,0.52,-0.26,1.4154596176274354
2966,49,91,0.06,0.47,-0.3,1.4152059490370072
508,16,108,0.07,0.58,-0.19,1.414050371003179
272,13,97,0.07,0.58,-0.22,1.4138006760793251
2526,43,101,0.06,0.48,-0.3,1.41345735113808
2450,42,100,0.06,0.47,-0.3,1.412766560940685
2307,40,107,0.06,0.48,-0.3,1.412394532827088
3038,50,89,0.06,0.46,-0.3,1.4119194449343264
110,11,85,0.07,0.59,-0.18,1.4118285664055237
1932,35,107,0.07,0.52,-0.26,1.411190787509286
368,14,118,0.07,0.58,-0.22,1.411168642320197
2963,49,88,0.06,0.46,-0.3,1.4097998320910667
434,15,109,0.07,0.58,-0.21,1.409154482615347
718,19,93,0.07,0.56,-0.19,1.4089125388145234
2379,41,104,0.06,0.47,-0.3,1.4086687457306948
106,11,81,0.07,0.59,-0.16,1.4084135652475094
3037,50,88,0.06,0.46,-0.3,1.4081527750269922
432,15,107,0.07,0.58,-0.21,1.4080395787461708
431,15,106,0.07,0.58,-0.21,1.4080395787461708
2148,38,98,0.06,0.5,-0.27,1.4076359458657923
2525,43,100,0.06,0.47,-0.3,1.4075981094535475
270,13,95,0.07,0.57,-0.22,1.407539874545082
176,12,76,0.07,0.58,-0.16,1.4072426760498762
421,15,96,0.07,0.57,-0.22,1.4072100520437105
2965,49,90,0.06,0.46,-0.3,1.406962726253498
111,11,86,0.07,0.58,-0.18,1.4059336361147265
3039,50,90,0.06,0.46,-0.3,1.405897285024846
427,15,102,0.07,0.56,-0.23,1.4051649199513672
1712,32,112,0.07,0.51,-0.26,1.4043829154597265
2523,43,98,0.06,0.46,-0.3,1.40382923119452
107,11,82,0.07,0.58,-0.17,1.403288261218791
2375,41,100,0.06,0.47,-0.3,1.4032618683043396
1787,33,112,0.07,0.51,-0.26,1.4032302480278722
1786,33,111,0.07,0.51,-0.26,1.4032302480278722
2600,44,100,0.06,0.46,-0.3,1.4026543616134712
193,12,93,0.07,0.58,-0.16,1.4021240801327768
2452,42,102,0.06,0.47,-0.3,1.402054058349555
2076,37,101,0.06,0.49,-0.26,1.4018990429811788
2673,45,98,0.06,0.46,-0.3,1.4018415670704718
45,10,95,0.07,0.59,-0.18,1.400990852150507
1949,35,124,0.06,0.49,-0.3,1.4006089705875742
2149,38,99,0.06,0.49,-0.27,1.400366850011997
435,15,110,0.07,0.57,-0.21,1.4001765824772323
120,11,95,0.07,0.58,-0.19,1.4001242116121475
1422,28,122,0.07,0.52,-0.26,1.3997282435160028
509,16,109,0.07,0.57,-0.19,1.3991645570175664
429,15,104,0.07,0.56,-0.2,1.398679098185979
1423,28,123,0.07,0.52,-0.26,1.3986384509797503
98,11,73,0.07,0.58,-0.14,1.3985900790310848
6,10,56,0.06,0.56,-0.16,1.3981562818828401
743,19,118,0.07,0.54,-0.21,1.3978071895059843
641,18,91,0.07,0.55,-0.21,1.3974399397035777
2599,44,99,0.06,0.46,-0.3,1.3973615008408258
441,15,116,0.07,0.57,-0.23,1.3967272935352963
2527,43,102,0.06,0.46,-0.3,1.3966920347278255
5,10,55,0.06,0.56,-0.16,1.3963268664719108
2152,38,102,0.06,0.47,-0.3,1.3960475736456446
423,15,98,0.07,0.55,-0.22,1.3960276967116356
112,11,87,0.07,0.57,-0.17,1.3959019666112746
422,15,97,0.07,0.55,-0.22,1.3954089596114685
425,15,100,0.07,0.55,-0.23,1.395376262162761
2174,38,124,0.06,0.48,-0.3,1.395247925166261
41,10,91,0.07,0.58,-0.18,1.3948963929046085
2601,44,101,0.06,0.46,-0.3,1.3944597211244354
719,19,94,0.07,0.54,-0.19,1.3943630676383145
956,22,106,0.06,0.52,-0.19,1.3942754411537033
2748,46,98,0.06,0.45,-0.3,1.3933870138502464
564,17,89,0.06,0.54,-0.2,1.3932644031552472
717,19,92,0.06,0.54,-0.21,1.3931160580273962
430,15,105,0.07,0.56,-0.21,1.3925265728832619
344,14,94,0.07,0.55,-0.23,1.3923095102602492
271,13,96,0.07,0.55,-0.22,1.392286708240729
494,16,94,0.06,0.55,-0.23,1.3921142074720778
195,12,95,0.07,0.57,-0.18,1.3918344574749437
2750,46,100,0.06,0.45,-0.3,1.3916670259129231
2597,44,97,0.06,0.45,-0.3,1.3916509821032212
2891,48,91,0.06,0.45,-0.3,1.3915827716686127
2528,43,103,0.06,0.46,-0.3,1.3915643966708064
440,15,115,0.07,0.56,-0.24,1.3914571619973803
77,11,52,0.06,0.55,-0.15,1.3914033528200187
2676,45,101,0.06,0.45,-0.3,1.3911144731411176
2745,46,95,0.06,0.45,-0.3,1.3909341667360318
374,14,124,0.07,0.56,-0.23,1.3903735052488877
1348,27,123,0.06,0.51,-0.26,1.3902588059204848
194,12,94,0.07,0.56,-0.17,1.3902146199074807
102,11,77,0.06,0.56,-0.16,1.3891347512142909
443,15,118,0.07,0.56,-0.24,1.3884923892748466
442,15,117,0.07,0.56,-0.24,1.3884923892748464
2890,48,90,0.06,0.44,-0.3,1.3880295169963717
1499,29,124,0.06,0.51,-0.26,1.3879568723625977
40,10,90,0.06,0.57,-0.18,1.3878494994954402
1349,27,124,0.06,0.5,-0.26,1.3876082491896289
348,14,98,0.06,0.54,-0.22,1.3875508110151802
347,14,97,0.06,0.54,-0.22,1.38755081101518
44,10,94,0.07,0.57,-0.18,1.3874301063282313
424,15,99,0.06,0.54,-0.22,1.3871439342711172
2823,47,98,0.06,0.45,-0.3,1.3871289342642603
108,11,83,0.06,0.56,-0.17,1.3869367812029056
445,15,120,0.07,0.56,-0.24,1.3868156065518333
444,15,119,0.07,0.56,-0.24,1.3868156065518333
884,21,109,0.06,0.51,-0.19,1.3866589941599985
269,13,94,0.06,0.55,-0.22,1.3864757595875397
2376,41,101,0.06,0.46,-0.3,1.3862611233845143
2234,39,109,0.06,0.46,-0.3,1.3860645983768785
2226,39,101,0.06,0.46,-0.3,1.3860386174850887
1494,29,119,0.06,0.5,-0.26,1.385651911954834
426,15,101,0.06,0.54,-0.23,1.3855723969930953
436,15,111,0.07,0.55,-0.21,1.3854368189007904
124,11,99,0.06,0.56,-0.22,1.3840178417147053
101,11,76,0.06,0.56,-0.14,1.3835772985757449
816,20,116,0.06,0.52,-0.21,1.3832821354925218
1714,32,114,0.06,0.49,-0.26,1.383138707263065
2006,36,106,0.06,0.49,-0.26,1.3831017683355296
2227,39,102,0.06,0.45,-0.3,1.3830650025709743
817,20,117,0.06,0.52,-0.21,1.3827638581843564
818,20,118,0.06,0.52,-0.21,1.3827638581843564
741,19,116,0.06,0.52,-0.21,1.3826029457174953
879,21,104,0.06,0.51,-0.19,1.3824236403774552
643,18,93,0.06,0.53,-0.21,1.382263438136319
713,19,88,0.06,0.53,-0.21,1.3818981529616101
639,18,89,0.06,0.53,-0.21,1.3818456651640063
2301,40,101,0.06,0.45,-0.3,1.381819736808245
38,10,88,0.06,0.56,-0.19,1.3817449277611045
372,14,122,0.06,0.55,-0.23,1.3806730263304485
2453,42,103,0.06,0.44,-0.3,1.380374001492665
373,14,123,0.06,0.55,-0.23,1.3800723028488304
3040,50,91,0.06,0.43,-0.3,1.379974476837927
2524,43,99,0.06,0.44,-0.3,1.3796277208063052
2677,45,102,0.06,0.44,-0.3,1.3793001604550574
882,21,107,0.06,0.5,-0.2,1.3791501661713046
2381,41,106,0.06,0.45,-0.3,1.3788342730306147
2005,36,105,0.06,0.48,-0.26,1.3787872453563106
1424,28,124,0.06,0.5,-0.26,1.3783718192235241
2602,44,102,0.06,0.44,-0.3,1.3780829638173688
880,21,105,0.06,0.5,-0.19,1.3779802323751873
742,19,117,0.06,0.52,-0.21,1.3776799420509704
2675,45,100,0.06,0.44,-0.3,1.3776352249806283
1346,27,121,0.06,0.49,-0.26,1.3775863683854013
806,20,106,0.06,0.5,-0.2,1.376888434501629
744,19,119,0.06,0.51,-0.21,1.376424108545022
2670,45,95,0.06,0.43,-0.3,1.3763648128320785
640,18,90,0.06,0.52,-0.21,1.375935165439321
2819,47,94,0.06,0.43,-0.3,1.3757180625452505
739,19,114,0.06,0.51,-0.2,1.375612782840919
2744,46,94,0.06,0.43,-0.3,1.3754824193598585
439,15,114,0.06,0.54,-0.24,1.3749840037435095
181,12,81,0.06,0.53,-0.19,1.3749556464144912
1347,27,122,0.06,0.49,-0.26,1.3744748235319297
2455,42,105,0.06,0.44,-0.3,1.3744584566399978
2672,45,97,0.06,0.43,-0.3,1.3744583487453432
449,15,124,0.06,0.54,-0.25,1.374390053529033
46,10,96,0.06,0.56,-0.2,1.3743322481259606
2073,37,98,0.06,0.46,-0.27,1.3740788984192585
1548,30,98,0.06,0.48,-0.23,1.3740284804573328
349,14,99,0.06,0.53,-0.22,1.3738997307602832
414,15,89,0.06,0.53,-0.21,1.3738822356567721
2454,42,104,0.06,0.44,-0.3,1.3738264490069203
266,13,91,0.06,0.53,-0.22,1.373708877644342
897,21,122,0.06,0.5,-0.26,1.3733604105559527
2222,39,97,0.06,0.46,-0.27,1.3732556501977904
1713,32,113,0.06,0.48,-0.26,1.3726143349896238
97,11,72,0.06,0.54,-0.14,1.3725530281750542
2895,48,95,0.06,0.43,-0.3,1.3724650484186744
117,11,92,0.06,0.55,-0.18,1.3722801512892848
437,15,112,0.06,0.54,-0.22,1.372202338771572
2300,40,100,0.06,0.44,-0.3,1.3720060483525647
1496,29,121,0.06,0.49,-0.26,1.3715476901542296
885,21,110,0.06,0.5,-0.2,1.3709079041787788
42,10,92,0.06,0.55,-0.18,1.3706411034353922
883,21,108,0.06,0.5,-0.2,1.37045073769181
345,14,95,0.06,0.53,-0.23,1.370374615723376
745,19,120,0.06,0.51,-0.21,1.3702419895600657
789,20,89,0.06,0.51,-0.22,1.3698928840751328
171,12,71,0.06,0.52,-0.18,1.3691641389278582
2674,45,99,0.06,0.43,-0.3,1.3690457565928762
497,16,97,0.06,0.52,-0.23,1.368966206814089
1420,28,120,0.06,0.48,-0.26,1.3689433832752265
350,14,100,0.06,0.52,-0.22,1.368590306455714
43,10,93,0.06,0.55,-0.18,1.3684658333183215
511,16,111,0.06,0.53,-0.22,1.3681783803610235
498,16,98,0.06,0.52,-0.23,1.3679704601938671
1566,30,116,0.06,0.48,-0.26,1.3677863080197958
642,18,92,0.06,0.51,-0.21,1.3677348939893144
1565,30,115,0.06,0.48,-0.26,1.3676384669063602
1621,31,96,0.06,0.47,-0.23,1.3670276958971859
495,16,95,0.06,0.52,-0.24,1.3670181777984396
438,15,113,0.06,0.53,-0.24,1.3669800096667268
2749,46,99,0.06,0.43,-0.3,1.3669787363898578
2671,45,96,0.06,0.42,-0.3,1.3669121461252456
2822,47,97,0.06,0.42,-0.3,1.3658931299968529
180,12,80,0.06,0.52,-0.19,1.3656957905118168
2751,46,101,0.06,0.43,-0.3,1.3655783366533223
346,14,96,0.06,0.52,-0.23,1.365540830616932
123,11,98,0.06,0.54,-0.2,1.365499732230835
740,19,115,0.06,0.5,-0.21,1.3650505052983113
179,12,79,0.06,0.52,-0.18,1.3649112852371437
183,12,83,0.06,0.52,-0.19,1.3644409211128432
2221,39,96,0.06,0.45,-0.27,1.3641870359305723
693,19,68,0.06,0.49,-0.25,1.3637830746178345
2153,38,103,0.06,0.43,-0.3,1.3637234200938015
2024,36,124,0.06,0.45,-0.3,1.3636876210815818
81,11,56,0.06,0.52,-0.16,1.3635403185034851
1948,35,123,0.06,0.45,-0.3,1.3635217733631548
720,19,95,0.06,0.51,-0.2,1.3634119071814066
565,17,90,0.06,0.51,-0.21,1.3633016920428154
2099,37,124,0.06,0.45,-0.3,1.3631696328377916
563,17,88,0.06,0.51,-0.2,1.362946534059357
881,21,106,0.06,0.49,-0.2,1.3624498552018451
1639,31,114,0.06,0.47,-0.26,1.36225880693657
502,16,102,0.06,0.51,-0.23,1.3619310755708511
2079,37,104,0.06,0.43,-0.3,1.361634555919033
2818,47,93,0.06,0.42,-0.3,1.361341636848003
2235,39,110,0.06,0.43,-0.3,1.3610689010632235
566,17,91,0.06,0.5,-0.21,1.360459563764431
1640,31,115,0.06,0.47,-0.26,1.360346581206238
448,15,123,0.06,0.52,-0.25,1.3599273710819266
767,20,67,0.06,0.48,-0.23,1.3597937598843752
749,19,124,0.06,0.5,-0.21,1.3594853211485223
748,19,123,0.06,0.5,-0.21,1.3594853211485223
493,16,93,0.06,0.51,-0.23,1.3594434850363943
512,16,112,0.06,0.52,-0.23,1.3592936613717166
503,16,103,0.06,0.51,-0.24,1.3591761879965965
151,12,51,0.06,0.51,-0.14,1.3591614613193745
2746,46,96,0.05,0.42,-0.3,1.3590942839643874
446,15,121,0.06,0.52,-0.24,1.3589155867762288
447,15,122,0.06,0.52,-0.24,1.3589155867762288
578,17,103,0.06,0.51,-0.24,1.3585436730579026
577,17,102,0.06,0.51,-0.24,1.3585436730579024
1421,28,121,0.06,0.47,-0.26,1.3584089843150078
898,21,123,0.06,0.49,-0.26,1.3581657601177386
1642,31,117,0.06,0.47,-0.26,1.3574925684073946
1497,29,122,0.06,0.47,-0.26,1.3571352694144598
1498,29,123,0.06,0.47,-0.26,1.3571352694144598
2896,48,96,0.05,0.42,-0.3,1.3571331452038073
2817,47,92,0.05,0.41,-0.3,1.357131820228463
2603,44,103,0.06,0.42,-0.3,1.3565686807126947
812,20,112,0.06,0.48,-0.21,1.3565550890566866
513,16,113,0.06,0.52,-0.23,1.3562424586714699
580,17,105,0.06,0.51,-0.23,1.356209819300182
2139,38,89,0.06,0.43,-0.26,1.3561777625676334
2892,48,92,0.05,0.41,-0.3,1.3559368970900059
2967,49,92,0.05,0.41,-0.3,1.355900262895766
1495,29,120,0.06,0.47,-0.26,1.3558042782430524
2897,48,97,0.05,0.41,-0.3,1.3557892984950028
570,17,95,0.06,0.5,-0.23,1.3557481055883032
248,13,73,0.06,0.5,-0.19,1.3556733576558255
2820,47,95,0.05,0.41,-0.3,1.3551727108263445
807,20,107,0.06,0.48,-0.21,1.3549635737605359
341,14,91,0.06,0.5,-0.21,1.3548912662041686
1570,30,120,0.06,0.47,-0.26,1.3541254435946288
1641,31,116,0.06,0.46,-0.26,1.353651592203578
1419,28,119,0.06,0.46,-0.26,1.353229865093763
2824,47,99,0.05,0.41,-0.3,1.3530953166684487
268,13,93,0.06,0.5,-0.23,1.3530718080020068
790,20,90,0.06,0.49,-0.22,1.352684983280643
1493,29,118,0.06,0.46,-0.26,1.3524784234004616
809,20,109,0.06,0.48,-0.21,1.351922090795904
808,20,108,0.06,0.48,-0.21,1.351922090795904
2173,38,123,0.06,0.43,-0.3,1.3515806367687693
2747,46,97,0.05,0.41,-0.3,1.3514772036327967
896,21,121,0.06,0.48,-0.26,1.3514456295657975
579,17,104,0.06,0.5,-0.23,1.3514312712729262
895,21,120,0.06,0.48,-0.26,1.3513327860291549
491,16,91,0.06,0.49,-0.24,1.3512121739923357
37,10,87,0.06,0.52,-0.19,1.351012119727801
100,11,75,0.06,0.52,-0.15,1.350881397588248
2213,39,88,0.05,0.43,-0.26,1.3501840200010082
575,17,100,0.06,0.5,-0.25,1.3497929316809278
894,21,119,0.06,0.47,-0.25,1.3497218015819727
2074,37,99,0.06,0.43,-0.27,1.349651733823827
510,16,110,0.06,0.51,-0.22,1.349531658332981
644,18,94,0.06,0.49,-0.22,1.3485906583162703
810,20,110,0.06,0.47,-0.21,1.34856501029498
501,16,101,0.06,0.5,-0.23,1.348233344738583
185,12,85,0.06,0.5,-0.19,1.3479941512916351
2821,47,96,0.05,0.41,-0.3,1.3479318664723052
1475,29,100,0.06,0.46,-0.25,1.3478488590147426
974,22,124,0.06,0.47,-0.26,1.3475284414682436
572,17,97,0.06,0.49,-0.24,1.34732248590719
1643,31,118,0.06,0.45,-0.26,1.3472785203777096
1568,30,118,0.06,0.46,-0.26,1.3469403308647563
811,20,111,0.06,0.47,-0.21,1.3469262944985696
581,17,106,0.06,0.49,-0.22,1.3467923256405783
673,18,123,0.06,0.48,-0.22,1.3466057597570114
2214,39,89,0.05,0.42,-0.26,1.346496447574675
186,12,86,0.06,0.5,-0.19,1.3464116834648778
571,17,96,0.06,0.49,-0.24,1.3463379339643637
184,12,84,0.06,0.49,-0.19,1.345651347488742
1564,30,114,0.06,0.45,-0.26,1.3452279088673187
569,17,94,0.06,0.49,-0.23,1.3451076368239532
636,18,86,0.06,0.48,-0.18,1.3450894647315048
665,18,115,0.06,0.48,-0.21,1.345029940260109
645,18,95,0.06,0.49,-0.22,1.3448220624889469
1164,25,89,0.06,0.45,-0.23,1.3447933311855214
567,17,92,0.06,0.49,-0.23,1.3447398532750654
2295,40,95,0.05,0.43,-0.27,1.3444939517169299
1638,31,113,0.06,0.45,-0.26,1.3443073186689547
735,19,110,0.06,0.47,-0.21,1.3440209252303696
766,20,66,0.05,0.46,-0.23,1.3439142546731442
646,18,96,0.06,0.49,-0.23,1.343684499282413
178,12,78,0.06,0.49,-0.19,1.3432096356963525
499,16,99,0.06,0.49,-0.23,1.3425817958934967
2140,38,90,0.05,0.42,-0.26,1.3422256120322718
691,19,66,0.05,0.46,-0.25,1.3422009645880413
79,11,54,0.06,0.49,-0.15,1.3421631101094493
182,12,82,0.06,0.49,-0.19,1.342112348731779
692,19,67,0.05,0.46,-0.25,1.3414777312019635
568,17,93,0.06,0.48,-0.22,1.340489762849532
2098,37,123,0.05,0.42,-0.3,1.3402042911061718
416,15,91,0.06,0.48,-0.21,1.3401197695001819
2529,43,104,0.05,0.4,-0.3,1.3390782151556586
177,12,77,0.06,0.49,-0.19,1.3390741949534966
490,16,90,0.06,0.48,-0.23,1.3390623732475
1857,34,107,0.05,0.43,-0.26,1.3389753964066904
420,15,95,0.06,0.48,-0.23,1.3389319809531792
972,22,122,0.06,0.46,-0.26,1.338270775465876
576,17,101,0.06,0.48,-0.25,1.3382700953711355
1474,29,99,0.05,0.44,-0.23,1.3382693380969992
2003,36,103,0.05,0.43,-0.26,1.3378044534482854
736,19,111,0.06,0.46,-0.22,1.3372949666872913
672,18,122,0.06,0.47,-0.22,1.3370475852928294
